                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    282,                 1.2048,                0.80142,                 1.2113,                0.61057,                0.42904,                 0.4705,                0.24837,                 1.7616,                 1.3665,                 1.5943,             0.00055507,             0.00055507,             0.00055507
                    283,                 1.1857,                0.79174,                 1.2113,                0.59696,                0.44715,                   0.48,                0.25992,                 1.7032,                 1.3228,                 1.5719,             0.00055431,             0.00055431,             0.00055431
                    284,                 1.1997,                0.80554,                 1.2102,                0.59181,                0.44761,                0.47576,                0.25547,                 1.6847,                 1.3159,                  1.571,             0.00055355,             0.00055355,             0.00055355
                    285,                  1.151,                0.78911,                 1.2002,                  0.592,                0.43977,                0.47348,                0.25057,                 1.7203,                  1.349,                 1.5845,             0.00055279,             0.00055279,             0.00055279
                    286,                 1.2054,                0.79975,                 1.2172,                0.59666,                0.42023,                0.46403,                0.24633,                 1.7408,                 1.3784,                 1.5983,             0.00055203,             0.00055203,             0.00055203
                    287,                 1.1869,                 0.7911,                 1.2086,                0.61127,                0.42779,                0.47407,                0.25395,                 1.7255,                 1.3806,                 1.5904,             0.00055127,             0.00055127,             0.00055127
                    288,                 1.1601,                0.77427,                  1.179,                0.55114,                0.45304,                0.47072,                0.24805,                 1.7148,                 1.3428,                 1.5838,              0.0005505,              0.0005505,              0.0005505
                    289,                 1.1851,                0.79492,                 1.2042,                0.57192,                0.45543,                0.48172,                0.26408,                 1.6911,                 1.3156,                 1.5672,             0.00054974,             0.00054974,             0.00054974
                    290,                 1.1623,                0.76651,                 1.1966,                0.56378,                0.43747,                0.47015,                0.25048,                 1.7304,                 1.3628,                 1.5895,             0.00054898,             0.00054898,             0.00054898
                    291,                 1.2139,                0.79312,                 1.2107,                0.53667,                 0.4586,                0.47579,                0.25508,                 1.7145,                 1.3385,                 1.5875,             0.00054822,             0.00054822,             0.00054822
                    292,                 1.1963,                0.77571,                  1.224,                0.62162,                 0.4238,                0.47411,                0.25733,                 1.6944,                 1.3278,                 1.5661,             0.00054746,             0.00054746,             0.00054746
                    293,                 1.1855,                0.78497,                 1.2013,                0.60416,                0.42917,                0.47209,                0.25296,                 1.7079,                 1.3485,                 1.5716,              0.0005467,              0.0005467,              0.0005467
                    294,                 1.1728,                0.77584,                 1.1961,                0.57716,                0.43413,                0.46919,                0.25519,                 1.7034,                 1.3458,                  1.584,             0.00054594,             0.00054594,             0.00054594
                    295,                  1.176,                0.77364,                 1.2035,                0.58805,                0.44184,                0.47641,                0.25832,                  1.713,                 1.3525,                 1.5797,             0.00054517,             0.00054517,             0.00054517
                    296,                 1.1742,                0.76988,                 1.1799,                0.56771,                0.43285,                0.46473,                  0.252,                 1.7222,                  1.347,                 1.5977,             0.00054441,             0.00054441,             0.00054441
                    297,                 1.1614,                0.76809,                 1.2175,                0.59078,                0.43921,                0.47919,                0.26181,                 1.6908,                 1.2987,                 1.5752,             0.00054365,             0.00054365,             0.00054365
                    298,                 1.1466,                0.75505,                 1.1901,                0.61372,                0.42743,                0.47393,                0.25871,                 1.6922,                 1.3123,                 1.5647,             0.00054289,             0.00054289,             0.00054289
                    299,                 1.1547,                0.77224,                 1.1927,                0.56349,                0.45465,                0.47707,                 0.2613,                 1.6941,                 1.3464,                 1.5659,             0.00054213,             0.00054213,             0.00054213
                    300,                 1.1826,                0.78284,                 1.1907,                0.61917,                0.43167,                0.47795,                0.25819,                  1.714,                 1.3341,                  1.582,             0.00054137,             0.00054137,             0.00054137
                    301,                 1.1741,                0.76693,                 1.1963,                0.57636,                0.43459,                0.46791,                0.25185,                 1.7091,                 1.3253,                 1.5876,             0.00054061,             0.00054061,             0.00054061
                    302,                  1.177,                 0.7762,                 1.1861,                0.58933,                0.43714,                0.47313,                0.25821,                 1.6929,                 1.3199,                 1.5707,             0.00053985,             0.00053985,             0.00053985
                    303,                  1.175,                0.77113,                 1.1952,                0.58646,                0.43131,                0.47203,                0.25667,                 1.7067,                 1.3267,                 1.5799,             0.00053908,             0.00053908,             0.00053908
                    304,                 1.1482,                0.75854,                  1.193,                0.60533,                0.43894,                0.48276,                0.26397,                 1.6911,                 1.3117,                 1.5674,             0.00053832,             0.00053832,             0.00053832
                    305,                 1.1563,                0.76038,                 1.1769,                0.59962,                0.44737,                0.48702,                0.26303,                 1.7088,                 1.3095,                 1.5845,             0.00053756,             0.00053756,             0.00053756
                    306,                 1.1801,                 0.7679,                 1.1935,                0.60082,                0.44144,                0.48148,                0.26443,                 1.6874,                 1.3398,                 1.5706,              0.0005368,              0.0005368,              0.0005368
                    307,                 1.1529,                0.75596,                 1.1785,                0.59103,                0.44497,                 0.4734,                0.25651,                 1.7352,                 1.3552,                 1.5976,             0.00053604,             0.00053604,             0.00053604
                    308,                 1.1529,                0.75778,                 1.1975,                  0.575,                0.45412,                0.47791,                0.26158,                 1.6869,                 1.3169,                 1.5649,             0.00053528,             0.00053528,             0.00053528
                    309,                 1.1295,                0.75686,                 1.1714,                0.59668,                 0.4446,                0.47491,                0.25632,                   1.71,                 1.3433,                 1.5743,             0.00053452,             0.00053452,             0.00053452
                    310,                 1.1701,                0.76134,                 1.1921,                0.56124,                0.45594,                0.47895,                0.26179,                 1.6976,                 1.3535,                 1.5709,             0.00053376,             0.00053376,             0.00053376
                    311,                 1.1184,                0.74082,                 1.1719,                0.59478,                0.43886,                0.48189,                0.26107,                 1.6998,                 1.3491,                 1.5664,             0.00053299,             0.00053299,             0.00053299
                    312,                 1.1599,                0.75952,                 1.1623,                0.59153,                0.43858,                0.47669,                0.25736,                 1.7067,                 1.3644,                 1.5685,             0.00053223,             0.00053223,             0.00053223
                    313,                 1.1697,                0.76455,                 1.1677,                0.59785,                0.44345,                0.48195,                0.26065,                 1.7103,                 1.3363,                 1.5796,             0.00053147,             0.00053147,             0.00053147
                    314,                 1.1616,                0.75791,                 1.1656,                0.58254,                0.43427,                0.47487,                0.25765,                 1.7129,                 1.3569,                 1.5791,             0.00053071,             0.00053071,             0.00053071
                    315,                 1.1436,                0.75559,                 1.1787,                0.58066,                0.44084,                0.47531,                0.25642,                 1.6965,                 1.3443,                 1.5777,             0.00052995,             0.00052995,             0.00052995
                    316,                 1.1189,                0.74936,                 1.1872,                0.60609,                0.44167,                0.48113,                0.26072,                 1.6802,                 1.3172,                 1.5652,             0.00052919,             0.00052919,             0.00052919
                    317,                 1.1062,                0.72619,                 1.1688,                0.60441,                0.45277,                0.48475,                0.26169,                 1.6942,                  1.324,                   1.57,             0.00052843,             0.00052843,             0.00052843
                    318,                 1.1247,                0.74787,                 1.1742,                0.57244,                0.44497,                 0.4722,                0.24847,                  1.716,                 1.3691,                 1.5669,             0.00052766,             0.00052766,             0.00052766
                    319,                 1.1195,                0.74155,                 1.1693,                0.58195,                0.45809,                0.47911,                0.25721,                 1.7073,                  1.354,                 1.5674,              0.0005269,              0.0005269,              0.0005269
                    320,                 1.1583,                0.74583,                 1.1768,                0.58638,                0.45099,                 0.4771,                0.25263,                 1.7099,                 1.3536,                 1.5795,             0.00052614,             0.00052614,             0.00052614
                    321,                 1.1244,                0.74345,                 1.1632,                0.56576,                0.45427,                0.47444,                0.25573,                 1.6871,                 1.3271,                 1.5664,             0.00052538,             0.00052538,             0.00052538
                    322,                 1.1121,                 0.7347,                 1.1578,                0.60393,                0.44607,                0.48271,                0.26144,                 1.6795,                 1.3339,                 1.5674,             0.00052462,             0.00052462,             0.00052462
                    323,                 1.1487,                0.73894,                 1.1932,                0.61099,                0.44473,                0.48856,                0.26213,                 1.6792,                 1.3184,                 1.5668,             0.00052386,             0.00052386,             0.00052386
                    324,                 1.1398,                0.73962,                 1.1741,                0.60316,                0.45267,                0.48642,                0.26483,                 1.6651,                 1.3044,                 1.5548,              0.0005231,              0.0005231,              0.0005231
                    325,                 1.1446,                 0.7484,                 1.1745,                0.62116,                0.45801,                0.49618,                0.27274,                  1.662,                 1.3046,                  1.547,             0.00052234,             0.00052234,             0.00052234
                    326,                 1.1104,                 0.7345,                 1.1646,                0.58778,                0.45598,                0.48876,                0.26925,                 1.6609,                  1.308,                 1.5471,             0.00052157,             0.00052157,             0.00052157
                    327,                 1.1297,                0.75139,                 1.1616,                0.56397,                0.44801,                 0.4781,                0.26333,                 1.6715,                 1.3486,                 1.5494,             0.00052081,             0.00052081,             0.00052081
                    328,                 1.1198,                0.72728,                 1.1641,                0.62404,                0.43822,                0.48473,                0.26559,                 1.6783,                  1.341,                 1.5535,             0.00052005,             0.00052005,             0.00052005
                    329,                  1.116,                0.72226,                 1.1717,                 0.6425,                0.43547,                 0.4827,                0.26315,                 1.6828,                 1.3184,                 1.5722,             0.00051929,             0.00051929,             0.00051929
                    330,                 1.1385,                0.73216,                 1.1835,                0.62823,                0.43835,                0.48115,                 0.2597,                 1.7006,                 1.3359,                 1.5687,             0.00051853,             0.00051853,             0.00051853
                    331,                 1.1521,                0.73546,                 1.1786,                0.60383,                 0.4454,                 0.4861,                0.26307,                 1.6919,                 1.3296,                 1.5674,             0.00051777,             0.00051777,             0.00051777
                    332,                 1.1166,                0.73595,                 1.1682,                0.57781,                0.45246,                0.48532,                0.26586,                 1.6694,                 1.3197,                 1.5522,             0.00051701,             0.00051701,             0.00051701
                    333,                 1.1576,                0.73888,                 1.1849,                0.58817,                0.45391,                 0.4922,                0.27323,                 1.6629,                 1.3149,                  1.548,             0.00051625,             0.00051625,             0.00051625
                    334,                 1.1083,                0.72588,                 1.1485,                0.60185,                0.44328,                0.48097,                0.25983,                   1.68,                 1.3175,                  1.552,             0.00051548,             0.00051548,             0.00051548
                    335,                 1.1254,                0.72753,                 1.1734,                0.60564,                0.44143,                0.48064,                0.26039,                 1.7044,                 1.3472,                 1.5636,             0.00051472,             0.00051472,             0.00051472
                    336,                 1.1207,                0.72402,                 1.1566,                0.59575,                0.46703,                0.49754,                0.27311,                  1.654,                 1.2976,                  1.551,             0.00051396,             0.00051396,             0.00051396
                    337,                 1.0986,                0.72222,                  1.157,                0.60396,                0.44797,                 0.4872,                0.26552,                 1.6704,                 1.3257,                 1.5549,              0.0005132,              0.0005132,              0.0005132
                    338,                  1.098,                 0.7219,                 1.1603,                0.61111,                0.45268,                0.48405,                0.26841,                  1.651,                 1.3012,                 1.5495,             0.00051244,             0.00051244,             0.00051244
                    339,                 1.0785,                0.71509,                 1.1431,                0.61251,                0.45281,                0.49305,                0.27568,                 1.6364,                 1.2765,                  1.547,             0.00051168,             0.00051168,             0.00051168
                    340,                 1.0797,                0.72192,                 1.1528,                0.59588,                0.45955,                0.49241,                0.27122,                 1.6605,                 1.2974,                 1.5594,             0.00051092,             0.00051092,             0.00051092
                    341,                 1.0904,                  0.718,                 1.1437,                0.58836,                0.43044,                0.47433,                0.25631,                 1.7049,                  1.364,                 1.5789,             0.00051015,             0.00051015,             0.00051015
                    342,                 1.1078,                0.72686,                 1.1682,                0.57399,                0.43799,                0.47057,                0.25477,                 1.6737,                 1.3499,                 1.5649,             0.00050939,             0.00050939,             0.00050939
                    343,                 1.1008,                0.72719,                 1.1639,                0.60135,                0.44127,                0.48182,                0.26623,                  1.678,                 1.3431,                  1.558,             0.00050863,             0.00050863,             0.00050863
                    344,                 1.1018,                0.72479,                 1.1432,                0.58387,                0.44713,                0.47862,                0.26463,                 1.6821,                 1.3368,                 1.5551,             0.00050787,             0.00050787,             0.00050787
                    345,                 1.1042,                0.73456,                 1.1523,                 0.6094,                0.44162,                0.48235,                0.26726,                 1.6641,                 1.3193,                  1.559,             0.00050711,             0.00050711,             0.00050711
                    346,                 1.1129,                0.71954,                 1.1473,                0.60698,                0.45566,                0.49484,                0.27579,                 1.6562,                 1.3131,                  1.548,             0.00050635,             0.00050635,             0.00050635
                    347,                 1.0642,                0.70555,                 1.1489,                0.62972,                0.44825,                0.49831,                0.27663,                 1.6467,                 1.3086,                 1.5499,             0.00050559,             0.00050559,             0.00050559
                    348,                 1.0997,                0.72483,                 1.1572,                0.60862,                 0.4542,                0.49216,                0.27043,                 1.6675,                 1.2849,                 1.5594,             0.00050483,             0.00050483,             0.00050483
                    349,                   1.13,                 0.7295,                 1.1615,                 0.5986,                0.44503,                0.48119,                0.26108,                 1.6737,                 1.2976,                 1.5597,             0.00050406,             0.00050406,             0.00050406
                    350,                 1.1031,                0.72087,                 1.1462,                0.59231,                0.44698,                0.48633,                0.26839,                 1.6615,                 1.2784,                 1.5744,              0.0005033,              0.0005033,              0.0005033
                    351,                 1.0919,                0.71127,                 1.1446,                0.58635,                0.45258,                0.48731,                0.26876,                 1.6618,                 1.3061,                 1.5576,             0.00050254,             0.00050254,             0.00050254
                    352,                 1.0793,                0.71787,                 1.1384,                0.58427,                0.43814,                0.46958,                0.25523,                 1.6917,                 1.3573,                 1.5668,             0.00050178,             0.00050178,             0.00050178
                    353,                 1.0664,                0.70426,                 1.1429,                0.59062,                0.44272,                0.47577,                0.26389,                 1.6461,                  1.315,                 1.5473,             0.00050102,             0.00050102,             0.00050102
                    354,                 1.0862,                0.72076,                 1.1419,                0.61073,                0.43612,                0.48103,                0.26847,                 1.6478,                 1.3111,                 1.5514,             0.00050026,             0.00050026,             0.00050026
                    355,                  1.107,                0.72683,                 1.1541,                0.60001,                 0.4464,                0.48723,                0.27074,                 1.6553,                 1.2902,                 1.5529,              0.0004995,              0.0004995,              0.0004995
                    356,                 1.1317,                0.72194,                  1.155,                0.58532,                0.46627,                0.48977,                0.26548,                 1.6638,                 1.2957,                 1.5604,             0.00049873,             0.00049873,             0.00049873
                    357,                 1.1082,                  0.715,                 1.1517,                0.59884,                 0.4469,                0.48472,                0.26671,                 1.6526,                 1.3059,                  1.561,             0.00049797,             0.00049797,             0.00049797
                    358,                 1.0698,                0.69865,                 1.1287,                0.58872,                0.45286,                 0.4871,                0.26824,                 1.6623,                 1.3198,                 1.5522,             0.00049721,             0.00049721,             0.00049721
                    359,                 1.0682,                0.70563,                 1.1446,                0.60976,                0.44627,                0.48542,                0.26239,                 1.6741,                 1.3146,                 1.5597,             0.00049645,             0.00049645,             0.00049645
                    360,                  1.094,                0.71024,                 1.1399,                0.60763,                0.45116,                0.48425,                0.26789,                 1.6621,                  1.315,                 1.5546,             0.00049569,             0.00049569,             0.00049569
                    361,                 1.0564,                  0.696,                 1.1428,                0.61861,                0.45816,                0.49771,                0.27242,                 1.6589,                 1.2696,                 1.5624,             0.00049493,             0.00049493,             0.00049493
                    362,                 1.0854,                0.71141,                 1.1506,                0.60235,                0.45862,                0.49582,                0.26756,                  1.662,                 1.2758,                 1.5756,             0.00049417,             0.00049417,             0.00049417
                    363,                 1.1026,                0.71454,                 1.1449,                0.59157,                 0.4607,                0.48798,                0.26283,                 1.6728,                 1.2919,                 1.5665,             0.00049341,             0.00049341,             0.00049341
                    364,                 1.0548,                0.69156,                 1.1346,                0.60156,                0.45924,                0.49371,                0.27089,                  1.647,                 1.3002,                 1.5486,             0.00049264,             0.00049264,             0.00049264
                    365,                 1.0678,                0.69579,                  1.143,                0.60372,                0.45877,                0.48993,                0.26731,                 1.6678,                  1.308,                 1.5582,             0.00049188,             0.00049188,             0.00049188
                    366,                  1.085,                0.70451,                 1.1306,                0.58477,                0.46149,                0.48686,                0.26887,                 1.6537,                 1.3044,                 1.5543,             0.00049112,             0.00049112,             0.00049112
                    367,                 1.0797,                0.70486,                 1.1322,                0.59192,                0.46023,                0.49304,                0.27371,                 1.6414,                 1.3109,                 1.5474,             0.00049036,             0.00049036,             0.00049036
                    368,                 1.0599,                0.68806,                 1.1289,                0.61883,                0.45819,                0.49026,                0.26488,                 1.6674,                 1.2966,                 1.5722,              0.0004896,              0.0004896,              0.0004896
                    369,                 1.0914,                0.71088,                 1.1569,                0.59187,                0.46787,                0.49516,                0.27025,                 1.6507,                 1.2884,                 1.5546,             0.00048884,             0.00048884,             0.00048884
                    370,                 1.0678,                0.69794,                 1.1371,                0.60779,                0.45601,                0.49148,                0.26846,                 1.6658,                 1.3141,                 1.5652,             0.00048808,             0.00048808,             0.00048808
                    371,                 1.0419,                0.69404,                  1.126,                0.63875,                0.45219,                0.50095,                0.27298,                 1.6494,                 1.2851,                 1.5576,             0.00048732,             0.00048732,             0.00048732
                    372,                 1.0622,                0.69304,                 1.1239,                0.60743,                0.46833,                 0.5017,                0.27624,                 1.6447,                 1.2812,                 1.5545,             0.00048655,             0.00048655,             0.00048655
                    373,                 1.1025,                0.71454,                  1.138,                0.57741,                0.45853,                0.49401,                0.27036,                  1.678,                 1.3274,                 1.5608,             0.00048579,             0.00048579,             0.00048579
                    374,                 1.0823,                0.70009,                 1.1348,                0.59847,                0.45213,                0.49006,                0.26327,                 1.6962,                 1.3394,                  1.577,             0.00048503,             0.00048503,             0.00048503
                    375,                 1.0613,                0.69955,                 1.1396,                0.62137,                 0.4469,                0.49342,                0.26706,                 1.6629,                 1.3275,                 1.5615,             0.00048427,             0.00048427,             0.00048427
                    376,                 1.0553,                0.68695,                  1.126,                0.61364,                0.46159,                0.50085,                0.27565,                 1.6412,                 1.2873,                 1.5509,             0.00048351,             0.00048351,             0.00048351
                    377,                 1.0783,                0.69238,                   1.13,                0.62529,                0.45446,                0.49662,                0.27472,                   1.63,                 1.3047,                  1.534,             0.00048275,             0.00048275,             0.00048275
                    378,                 1.0777,                0.69654,                 1.1326,                0.60697,                0.46156,                0.49504,                0.27324,                 1.6357,                 1.2837,                 1.5495,             0.00048199,             0.00048199,             0.00048199
                    379,                 1.0429,                0.68876,                 1.1128,                0.63964,                0.44589,                0.49927,                0.27658,                  1.647,                 1.3055,                 1.5485,             0.00048122,             0.00048122,             0.00048122
                    380,                 1.0882,                0.70261,                 1.1295,                0.62335,                0.45003,                0.49567,                0.27672,                 1.6272,                 1.2978,                 1.5379,             0.00048046,             0.00048046,             0.00048046
                    381,                 1.0666,                0.68982,                 1.1379,                0.59199,                0.45491,                0.48815,                0.27192,                 1.6378,                 1.2886,                 1.5551,              0.0004797,              0.0004797,              0.0004797
                    382,                 1.0575,                 0.6916,                  1.115,                0.60301,                 0.4468,                0.48808,                0.26583,                 1.6917,                 1.3406,                 1.5672,             0.00047894,             0.00047894,             0.00047894
                    383,                 1.1247,                0.71917,                 1.1405,                0.62856,                0.44815,                  0.498,                0.27637,                 1.6686,                  1.303,                 1.5676,             0.00047818,             0.00047818,             0.00047818
                    384,                 1.0479,                0.68316,                 1.1315,                0.62478,                0.46349,                0.50339,                0.28079,                 1.6276,                 1.2641,                 1.5394,             0.00047742,             0.00047742,             0.00047742
                    385,                 1.0782,                0.69496,                 1.1265,                0.63465,                0.46263,                0.50816,                0.28281,                 1.6304,                 1.2674,                 1.5453,             0.00047666,             0.00047666,             0.00047666
                    386,                  1.088,                0.69497,                 1.1351,                0.63849,                0.45637,                0.50586,                0.28408,                 1.6278,                 1.2745,                 1.5521,              0.0004759,              0.0004759,              0.0004759
                    387,                  1.088,                0.70455,                 1.1308,                0.61329,                0.45819,                0.49618,                0.27238,                 1.6578,                 1.2957,                 1.5545,             0.00047513,             0.00047513,             0.00047513
                    388,                 1.0409,                0.67665,                 1.1254,                0.63819,                0.45787,                0.50669,                0.28333,                 1.6248,                  1.276,                 1.5386,             0.00047437,             0.00047437,             0.00047437
                    389,                  1.041,                0.68831,                 1.1108,                 0.6223,                0.45513,                0.50327,                0.27769,                 1.6321,                  1.296,                 1.5347,             0.00047361,             0.00047361,             0.00047361
                    390,                  1.043,                0.68901,                 1.1269,                0.59914,                0.46929,                0.50426,                0.27937,                 1.6501,                 1.2976,                 1.5553,             0.00047285,             0.00047285,             0.00047285
                    391,                 1.0682,                0.69049,                 1.1282,                0.61955,                0.46749,                0.50591,                0.28495,                 1.6193,                 1.2759,                 1.5419,             0.00047209,             0.00047209,             0.00047209
                    392,                 1.0567,                0.68683,                  1.124,                0.61576,                0.46434,                0.50204,                0.28244,                  1.628,                 1.2954,                 1.5439,             0.00047133,             0.00047133,             0.00047133
                    393,                 1.0427,                0.66825,                 1.1298,                0.60143,                0.47738,                0.50262,                0.28239,                 1.6272,                 1.3014,                  1.549,             0.00047057,             0.00047057,             0.00047057
                    394,                 1.0344,                0.67919,                 1.1117,                0.60869,                0.46635,                0.50086,                0.27924,                 1.6448,                 1.3068,                 1.5452,             0.00046981,             0.00046981,             0.00046981
                    395,                 1.0341,                0.66917,                 1.1104,                0.58526,                0.47216,                0.49775,                0.27635,                 1.6511,                 1.3052,                 1.5494,             0.00046904,             0.00046904,             0.00046904
                    396,                 1.0234,                0.67069,                 1.1174,                0.62795,                0.44975,                0.49923,                0.27723,                 1.6391,                 1.2926,                 1.5475,             0.00046828,             0.00046828,             0.00046828
                    397,                 1.0369,                0.67516,                 1.1304,                0.58424,                0.46857,                0.49833,                0.27876,                 1.6314,                 1.2726,                 1.5499,             0.00046752,             0.00046752,             0.00046752
                    398,                 1.0466,                0.67191,                 1.1198,                0.63574,                0.44359,                 0.4967,                0.27996,                 1.6309,                 1.3185,                 1.5341,             0.00046676,             0.00046676,             0.00046676
                    399,                 1.0364,                0.67154,                  1.115,                 0.6403,                0.44073,                0.49316,                0.27343,                 1.6552,                 1.3175,                 1.5449,               0.000466,               0.000466,               0.000466
                    400,                 1.0232,                0.67079,                 1.1181,                0.63497,                0.45384,                0.49584,                0.27558,                 1.6411,                 1.2981,                 1.5455,             0.00046524,             0.00046524,             0.00046524
                    401,                  1.037,                0.67641,                 1.1122,                0.63217,                0.45584,                0.49625,                0.27892,                 1.6376,                 1.3023,                 1.5445,             0.00046448,             0.00046448,             0.00046448
                    402,                 1.0236,                0.67223,                 1.1052,                0.59633,                 0.4601,                0.49608,                0.27764,                   1.63,                 1.2966,                  1.549,             0.00046371,             0.00046371,             0.00046371
                    403,                  1.021,                0.66767,                 1.1131,                0.59288,                0.47726,                0.50198,                0.28122,                 1.6269,                 1.2892,                 1.5449,             0.00046295,             0.00046295,             0.00046295
                    404,                 1.0359,                0.67544,                 1.1033,                0.63654,                0.45519,                0.49953,                0.27793,                 1.6216,                 1.2785,                 1.5376,             0.00046219,             0.00046219,             0.00046219
                    405,                 1.0434,                0.67731,                 1.1168,                0.62609,                0.46176,                0.50271,                0.27835,                  1.618,                 1.2743,                 1.5348,             0.00046143,             0.00046143,             0.00046143
                    406,                 1.0173,                0.67771,                 1.1065,                0.62017,                0.46852,                0.50402,                0.28173,                 1.6124,                  1.263,                 1.5378,             0.00046067,             0.00046067,             0.00046067
                    407,                 1.0285,                0.67015,                 1.1188,                0.61872,                0.47457,                0.51052,                0.28548,                 1.6122,                 1.2567,                 1.5486,             0.00045991,             0.00045991,             0.00045991
                    408,                 1.0267,                0.67021,                 1.1117,                0.61211,                0.46766,                0.50211,                0.28068,                 1.6337,                 1.2827,                 1.5455,             0.00045915,             0.00045915,             0.00045915
                    409,                 1.0311,                0.66963,                 1.1159,                0.63739,                0.45658,                0.50374,                0.28267,                 1.6379,                 1.2896,                 1.5515,             0.00045839,             0.00045839,             0.00045839
                    410,                 1.0329,                0.67345,                 1.1186,                0.65085,                0.45112,                 0.5052,                0.28911,                 1.6151,                  1.306,                 1.5365,             0.00045762,             0.00045762,             0.00045762
                    411,                 1.0319,                0.66978,                    1.1,                0.61241,                0.46078,                0.50215,                0.28498,                 1.6132,                 1.2983,                 1.5296,             0.00045686,             0.00045686,             0.00045686
                    412,                 1.0019,                 0.6598,                 1.0987,                0.60139,                0.47112,                0.50435,                0.28035,                 1.6394,                 1.3081,                 1.5437,              0.0004561,              0.0004561,              0.0004561
                    413,                 1.0369,                0.67714,                 1.0936,                0.61898,                0.46766,                0.50746,                0.28268,                 1.6346,                 1.3142,                  1.537,             0.00045534,             0.00045534,             0.00045534
                    414,                 1.0382,                0.66625,                 1.1227,                 0.6259,                0.47341,                0.50978,                0.27843,                 1.6302,                 1.2612,                 1.5509,             0.00045458,             0.00045458,             0.00045458
                    415,                 1.0084,                0.66022,                 1.0956,                0.66074,                 0.4578,                0.51013,                0.28217,                 1.6327,                 1.2738,                 1.5465,             0.00045382,             0.00045382,             0.00045382
