                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    204,                 1.0231,                 0.6743,                  1.048,                0.87323,                0.80516,                0.85967,                0.64842,                0.84508,                0.53574,                0.98084,              0.0079903,              0.0079903,              0.0079903
                    205,                 1.0272,                 0.6774,                 1.0509,                0.90254,                0.78317,                0.85899,                0.64756,                0.84209,                0.54101,                0.98231,              0.0079804,              0.0079804,              0.0079804
                    206,                 1.0417,                0.68307,                 1.0569,                0.86421,                0.79816,                0.85692,                0.64429,                0.84592,                0.54439,                0.98249,              0.0079705,              0.0079705,              0.0079705
                    207,                   1.03,                0.67649,                 1.0515,                0.86399,                0.80769,                0.85609,                0.64596,                0.84095,                0.53789,                0.98027,              0.0079606,              0.0079606,              0.0079606
                    208,                 1.0305,                0.67898,                 1.0544,                0.85021,                 0.8012,                0.85485,                0.64153,                0.84016,                0.53814,                0.98025,              0.0079507,              0.0079507,              0.0079507
                    209,                 1.0354,                0.67482,                 1.0574,                0.86964,                0.80007,                 0.8575,                0.64867,                0.83826,                0.53616,                0.97797,              0.0079408,              0.0079408,              0.0079408
                    210,                 1.0319,                0.67582,                 1.0579,                0.85558,                 0.8097,                0.86113,                 0.6498,                0.84011,                0.53587,                0.98041,              0.0079309,              0.0079309,              0.0079309
                    211,                 1.0303,                0.67669,                 1.0519,                0.86331,                 0.8102,                0.85953,                0.65109,                0.83296,                0.53434,                0.97668,               0.007921,               0.007921,               0.007921
                    212,                 1.0217,                0.67267,                 1.0519,                0.84957,                0.80778,                  0.852,                0.64695,                0.83734,                0.53406,                0.97837,              0.0079111,              0.0079111,              0.0079111
                    213,                  1.021,                0.67045,                 1.0493,                0.88165,                0.80019,                 0.8593,                 0.6543,                0.83004,                0.52816,                0.97628,              0.0079012,              0.0079012,              0.0079012
                    214,                 1.0203,                 0.6677,                 1.0426,                0.90174,                0.79171,                0.85969,                0.65401,                0.83094,                0.53424,                0.97525,              0.0078913,              0.0078913,              0.0078913
                    215,                 1.0234,                0.67418,                 1.0477,                0.88799,                0.80078,                0.86345,                0.65283,                0.82652,                0.53078,                0.97292,              0.0078814,              0.0078814,              0.0078814
                    216,                 1.0289,                 0.6733,                 1.0441,                0.87711,                0.80978,                0.86265,                0.65466,                 0.8225,                 0.5258,                0.97142,              0.0078715,              0.0078715,              0.0078715
                    217,                 1.0172,                0.66414,                 1.0495,                0.89899,                0.80057,                0.86543,                0.66085,                 0.8202,                 0.5246,                0.97241,              0.0078616,              0.0078616,              0.0078616
                    218,                 1.0133,                0.66288,                 1.0448,                0.88522,                0.80074,                0.85874,                 0.6534,                0.82342,                0.52405,                0.97084,              0.0078517,              0.0078517,              0.0078517
                    219,                 1.0178,                 0.6643,                 1.0441,                0.89422,                0.80511,                0.86707,                0.65752,                0.82335,                0.52659,                0.97372,              0.0078418,              0.0078418,              0.0078418
                    220,                 1.0138,                0.66257,                 1.0409,                0.85961,                0.82288,                0.86256,                0.65552,                0.82592,                 0.5265,                0.97584,              0.0078319,              0.0078319,              0.0078319
                    221,                 1.0264,                0.67718,                 1.0534,                0.88847,                  0.805,                0.86446,                0.65689,                0.82542,                0.52343,                0.97366,               0.007822,               0.007822,               0.007822
                    222,                 1.0226,                0.67049,                 1.0485,                0.88583,                 0.8065,                0.86509,                0.65708,                0.82154,                0.52485,                0.97185,              0.0078121,              0.0078121,              0.0078121
                    223,                  1.022,                0.66998,                  1.048,                0.87681,                0.81484,                0.86472,                0.65645,                0.82428,                0.52707,                0.97215,              0.0078022,              0.0078022,              0.0078022
                    224,                  1.015,                0.66162,                  1.046,                 0.9014,                0.80035,                0.86483,                0.66091,                0.81269,                0.52206,                 0.9664,              0.0077923,              0.0077923,              0.0077923
                    225,                 1.0114,                0.65875,                 1.0452,                0.86659,                0.82126,                0.87044,                0.66246,                0.80964,                0.51826,                0.96621,              0.0077824,              0.0077824,              0.0077824
                    226,                 1.0011,                0.65938,                 1.0403,                0.90232,                0.80475,                0.86988,                0.66259,                0.80298,                0.51727,                0.96484,              0.0077725,              0.0077725,              0.0077725
                    227,                 1.0149,                 0.6629,                 1.0443,                0.87267,                0.81705,                0.86687,                0.66458,                0.80622,                0.51803,                0.96516,              0.0077626,              0.0077626,              0.0077626
                    228,                 1.0067,                0.66296,                 1.0479,                0.89251,                0.80685,                0.86852,                0.66633,                0.81088,                0.52127,                0.96676,              0.0077527,              0.0077527,              0.0077527
                    229,                 1.0008,                0.65407,                 1.0401,                0.87312,                0.81963,                0.87034,                0.66232,                0.81309,                 0.5221,                0.96931,              0.0077428,              0.0077428,              0.0077428
                    230,                 1.0102,                0.65644,                 1.0408,                0.88912,                0.80908,                0.86877,                0.66012,                0.81053,                0.51736,                0.96753,              0.0077329,              0.0077329,              0.0077329
                    231,                  1.005,                0.65628,                 1.0442,                0.88623,                0.80697,                0.86726,                0.66148,                0.80594,                0.51445,                0.96503,               0.007723,               0.007723,               0.007723
                    232,                 1.0058,                 0.6551,                 1.0379,                0.87826,                0.82001,                 0.8709,                0.65969,                0.81107,                0.51949,                0.96697,              0.0077131,              0.0077131,              0.0077131
                    233,                 1.0104,                0.65322,                 1.0419,                0.87291,                0.82336,                0.87083,                 0.6671,                0.80486,                 0.5126,                 0.9638,              0.0077032,              0.0077032,              0.0077032
                    234,                0.99272,                0.64627,                 1.0391,                0.88857,                0.81399,                0.86744,                0.66711,                0.80383,                0.51408,                0.96466,              0.0076933,              0.0076933,              0.0076933
                    235,                 1.0081,                0.65958,                 1.0409,                0.87907,                0.81496,                0.87318,                0.66753,                0.79926,                0.51199,                0.96077,              0.0076834,              0.0076834,              0.0076834
                    236,                 1.0072,                0.65769,                 1.0404,                0.88566,                0.81561,                0.86995,                0.66444,                0.80114,                0.51357,                0.96047,              0.0076735,              0.0076735,              0.0076735
                    237,                0.99963,                0.65576,                 1.0354,                0.88294,                 0.8254,                0.87174,                0.66889,                0.79653,                0.50517,                0.95966,              0.0076636,              0.0076636,              0.0076636
                    238,                  1.008,                0.65521,                 1.0401,                0.89343,                0.81482,                0.87129,                0.66973,                0.79347,                0.50934,                0.95725,              0.0076537,              0.0076537,              0.0076537
                    239,                0.98719,                 0.6409,                 1.0337,                0.87317,                0.81888,                 0.8692,                0.67085,                0.79308,                0.50822,                0.95864,              0.0076438,              0.0076438,              0.0076438
                    240,                0.99643,                0.65402,                 1.0368,                0.88862,                0.82107,                 0.8735,                0.67155,                0.79348,                0.50644,                0.95817,              0.0076339,              0.0076339,              0.0076339
                    241,                0.99317,                0.64216,                 1.0302,                0.86971,                0.82236,                0.86945,                  0.664,                0.79546,                 0.5062,                0.95806,               0.007624,               0.007624,               0.007624
                    242,                 0.9989,                0.64664,                 1.0391,                0.89161,                0.81156,                  0.868,                0.66664,                0.79415,                0.50801,                0.95843,              0.0076141,              0.0076141,              0.0076141
                    243,                 0.9923,                0.64574,                 1.0363,                0.87443,                0.82282,                0.87209,                0.66752,                0.80181,                0.50707,                0.96036,              0.0076042,              0.0076042,              0.0076042
                    244,                0.99903,                0.65365,                 1.0373,                0.87157,                0.82493,                0.87526,                0.67003,                0.80076,                0.50646,                 0.9591,              0.0075943,              0.0075943,              0.0075943
                    245,                0.98519,                0.64078,                 1.0334,                0.88392,                0.81756,                0.87289,                0.67091,                0.79396,                 0.5064,                0.95566,              0.0075844,              0.0075844,              0.0075844
                    246,                0.98889,                0.64086,                 1.0307,                0.88426,                0.81907,                0.87315,                 0.6695,                0.79403,                 0.5029,                 0.9567,              0.0075745,              0.0075745,              0.0075745
                    247,                0.99833,                0.65281,                  1.038,                0.89484,                0.81384,                 0.8741,                0.67054,                0.79625,                0.50342,                0.95758,              0.0075646,              0.0075646,              0.0075646
                    248,                0.99673,                0.64887,                 1.0418,                0.87361,                0.82265,                0.87633,                0.67189,                0.79694,                0.50046,                0.95927,              0.0075547,              0.0075547,              0.0075547
                    249,                0.98378,                0.63853,                 1.0329,                0.90995,                0.80928,                0.87566,                0.67148,                0.78991,                0.50108,                 0.9557,              0.0075448,              0.0075448,              0.0075448
                    250,                 1.0058,                0.64839,                 1.0318,                0.90119,                0.80651,                0.87505,                0.67296,                0.78995,                 0.5015,                0.95746,              0.0075349,              0.0075349,              0.0075349
                    251,                0.97924,                0.63706,                 1.0223,                0.88721,                0.81434,                0.87538,                0.67127,                0.78769,                0.50402,                0.95477,               0.007525,               0.007525,               0.007525
                    252,                0.99064,                0.64232,                 1.0337,                0.90363,                0.80974,                0.87605,                 0.6767,                0.78143,                0.49981,                0.95305,              0.0075151,              0.0075151,              0.0075151
                    253,                0.98172,                0.64299,                 1.0325,                0.89764,                0.81364,                0.87514,                0.67565,                0.78313,                0.50191,                0.95304,              0.0075052,              0.0075052,              0.0075052
                    254,                 0.9922,                0.64294,                 1.0323,                0.88163,                0.82142,                0.87468,                0.67243,                0.78718,                0.50134,                0.95298,              0.0074953,              0.0074953,              0.0074953
                    255,                0.99152,                0.64962,                 1.0359,                0.90556,                 0.8141,                0.87651,                0.67696,                0.78649,                0.50053,                0.95569,              0.0074854,              0.0074854,              0.0074854
                    256,                0.99576,                0.64483,                 1.0309,                0.88684,                0.82095,                0.87434,                0.67598,                0.78511,                0.49922,                 0.9545,              0.0074755,              0.0074755,              0.0074755
                    257,                0.98079,                0.63658,                  1.034,                0.89807,                0.81683,                0.87435,                0.67445,                0.78813,                0.49987,                0.95444,              0.0074656,              0.0074656,              0.0074656
                    258,                0.99211,                0.63619,                 1.0316,                0.88677,                0.81167,                0.87451,                0.67377,                0.78618,                0.49697,                0.95264,              0.0074557,              0.0074557,              0.0074557
                    259,                0.98766,                0.64185,                 1.0366,                0.89923,                0.82102,                0.87458,                0.67632,                0.77758,                0.49018,                0.95008,              0.0074458,              0.0074458,              0.0074458
                    260,                 0.9718,                0.62988,                 1.0252,                0.87435,                0.82202,                0.87787,                0.68114,                0.77279,                0.48956,                0.94915,              0.0074359,              0.0074359,              0.0074359
                    261,                0.97349,                0.63292,                 1.0309,                  0.888,                 0.8343,                0.88056,                0.67849,                  0.771,                0.49116,                0.94958,               0.007426,               0.007426,               0.007426
                    262,                0.98066,                0.63212,                  1.019,                 0.8854,                0.82847,                 0.8789,                0.68199,                0.77763,                0.48881,                0.94933,              0.0074161,              0.0074161,              0.0074161
                    263,                0.98095,                0.63155,                 1.0225,                0.89365,                0.82345,                0.88018,                0.67888,                0.77637,                0.48786,                0.94783,              0.0074062,              0.0074062,              0.0074062
                    264,                  0.989,                0.63533,                 1.0255,                0.90512,                0.82781,                0.88114,                0.68032,                0.77006,                0.48808,                0.94794,              0.0073963,              0.0073963,              0.0073963
                    265,                 0.9829,                 0.6343,                 1.0272,                0.88507,                0.82579,                0.87757,                0.67846,                0.77102,                0.49102,                0.94904,              0.0073864,              0.0073864,              0.0073864
                    266,                0.97223,                0.62873,                 1.0245,                0.89737,                0.82715,                0.87994,                0.67935,                0.77279,                0.48846,                0.94838,              0.0073765,              0.0073765,              0.0073765
                    267,                0.97518,                0.62788,                 1.0248,                0.89391,                0.82494,                0.87601,                0.68136,                0.76734,                0.48736,                0.94675,              0.0073666,              0.0073666,              0.0073666
                    268,                0.97913,                0.63815,                 1.0331,                0.88459,                0.83283,                0.88101,                0.67966,                0.76738,                0.48607,                0.94685,              0.0073567,              0.0073567,              0.0073567
                    269,                0.98099,                0.63597,                 1.0256,                0.89068,                0.82488,                0.87774,                0.67957,                0.76643,                0.48615,                0.94707,              0.0073468,              0.0073468,              0.0073468
                    270,                0.97643,                0.62416,                 1.0234,                0.88354,                0.82976,                0.87986,                 0.6818,                 0.7649,                0.48514,                0.94547,              0.0073369,              0.0073369,              0.0073369
                    271,                0.96359,                0.62325,                 1.0183,                 0.8899,                0.83063,                0.87841,                0.68362,                0.76116,                0.48425,                0.94402,               0.007327,               0.007327,               0.007327
                    272,                0.97312,                0.62814,                 1.0197,                0.90119,                0.82622,                0.88231,                0.68389,                0.76372,                0.48384,                0.94438,              0.0073171,              0.0073171,              0.0073171
                    273,                0.96889,                0.62437,                 1.0187,                0.89424,                0.82378,                 0.8792,                0.67985,                0.76485,                0.48745,                0.94466,              0.0073072,              0.0073072,              0.0073072
                    274,                0.97426,                 0.6264,                 1.0252,                0.89666,                0.81906,                0.87777,                0.68254,                 0.7645,                0.48674,                0.94505,              0.0072973,              0.0072973,              0.0072973
                    275,                0.98303,                0.63193,                 1.0264,                0.86627,                0.83452,                 0.8788,                0.68071,                0.76734,                0.48719,                0.94652,              0.0072874,              0.0072874,              0.0072874
                    276,                0.96906,                0.62717,                 1.0269,                0.89222,                0.82626,                0.88003,                0.68281,                0.76218,                0.48442,                0.94481,              0.0072775,              0.0072775,              0.0072775
                    277,                0.96711,                0.62563,                 1.0223,                0.90579,                0.81674,                0.88067,                0.68088,                0.75951,                0.48227,                0.94417,              0.0072676,              0.0072676,              0.0072676
                    278,                0.96535,                0.62452,                 1.0203,                 0.9076,                0.81111,                0.87926,                0.68231,                0.76448,                0.48236,                0.94503,              0.0072577,              0.0072577,              0.0072577
                    279,                0.97017,                0.62463,                 1.0284,                0.92111,                0.81163,                0.88021,                0.68312,                0.76277,                0.48171,                0.94401,              0.0072478,              0.0072478,              0.0072478
                    280,                0.96466,                0.62097,                 1.0215,                0.90257,                0.82051,                 0.8821,                0.68347,                0.76274,                0.48181,                 0.9451,              0.0072379,              0.0072379,              0.0072379
                    281,                0.96239,                0.62243,                 1.0184,                0.88453,                 0.8275,                0.88147,                0.68141,                0.76235,                0.48276,                0.94357,               0.007228,               0.007228,               0.007228
                    282,                0.96602,                0.62753,                 1.0172,                0.90005,                0.82047,                0.88279,                0.68405,                0.75781,                0.48067,                0.94195,              0.0072181,              0.0072181,              0.0072181
                    283,                0.96279,                0.61887,                 1.0172,                 0.8873,                0.82515,                0.88321,                0.69137,                 0.7545,                0.48053,                0.94018,              0.0072082,              0.0072082,              0.0072082
                    284,                0.97048,                0.61889,                  1.016,                0.89969,                 0.8214,                 0.8838,                0.68953,                0.75557,                0.48075,                0.94092,              0.0071983,              0.0071983,              0.0071983
                    285,                0.96488,                0.61871,                 1.0197,                0.89728,                0.82962,                0.88701,                0.68889,                0.75776,                0.47696,                0.94216,              0.0071884,              0.0071884,              0.0071884
                    286,                 0.9608,                0.62168,                 1.0206,                 0.9082,                0.82535,                0.88337,                0.68722,                0.75771,                0.47595,                0.94138,              0.0071785,              0.0071785,              0.0071785
                    287,                0.96245,                0.62171,                  1.021,                 0.9105,                0.81758,                 0.8856,                0.68714,                0.75648,                0.47601,                0.94213,              0.0071686,              0.0071686,              0.0071686
                    288,                0.96063,                0.61845,                 1.0201,                0.90312,                0.82475,                0.88378,                0.68935,                0.75629,                0.47653,                0.94242,              0.0071587,              0.0071587,              0.0071587
                    289,                0.96193,                0.61287,                 1.0146,                0.92204,                0.82062,                0.88586,                0.68858,                0.75307,                0.47586,                0.94118,              0.0071488,              0.0071488,              0.0071488
                    290,                0.95263,                0.61362,                 1.0175,                0.90037,                 0.8299,                0.88524,                0.68977,                0.74944,                0.47518,                0.93939,              0.0071389,              0.0071389,              0.0071389
                    291,                0.96379,                0.62289,                 1.0199,                0.89166,                0.82779,                 0.8847,                0.68869,                0.74969,                0.47596,                0.93929,               0.007129,               0.007129,               0.007129
                    292,                0.96286,                0.62148,                 1.0157,                0.90035,                0.82194,                0.88287,                0.68546,                0.75394,                 0.4784,                0.94054,              0.0071191,              0.0071191,              0.0071191
                    293,                0.95955,                0.61865,                 1.0186,                0.89695,                0.83748,                 0.8866,                0.68699,                0.74857,                 0.4763,                0.93915,              0.0071092,              0.0071092,              0.0071092
                    294,                0.96983,                0.62545,                 1.0176,                0.90942,                0.82684,                0.88344,                0.68772,                0.74477,                0.47586,                0.93792,              0.0070993,              0.0070993,              0.0070993
                    295,                0.96216,                  0.621,                 1.0188,                0.90409,                 0.8257,                0.88347,                0.68931,                0.74507,                0.47286,                 0.9377,              0.0070894,              0.0070894,              0.0070894
                    296,                0.95276,                0.61308,                 1.0152,                0.90168,                  0.826,                0.88327,                0.69313,                0.74365,                0.47112,                0.93776,              0.0070795,              0.0070795,              0.0070795
                    297,                 0.9401,                0.60647,                 1.0107,                0.90836,                0.82696,                0.88442,                0.69049,                 0.7445,                0.47082,                0.93704,              0.0070696,              0.0070696,              0.0070696
                    298,                0.94946,                0.61536,                 1.0151,                 0.9066,                0.82561,                0.88511,                0.69106,                0.74291,                 0.4701,                0.93674,              0.0070597,              0.0070597,              0.0070597
                    299,                0.95141,                0.61364,                 1.0174,                0.89458,                0.82742,                0.88414,                0.69399,                0.74091,                 0.4687,                0.93655,              0.0070498,              0.0070498,              0.0070498
                    300,                0.94815,                0.60493,                 1.0104,                 0.9171,                0.82172,                  0.885,                0.69305,                0.74231,                0.46944,                0.93542,              0.0070399,              0.0070399,              0.0070399
                    301,                0.95055,                0.60945,                 1.0069,                0.89371,                 0.8322,                0.88598,                0.69488,                0.74319,                0.47038,                0.93621,                0.00703,                0.00703,                0.00703
                    302,                0.94698,                 0.6079,                  1.014,                0.89415,                0.83636,                0.88681,                0.69283,                0.74338,                0.47109,                0.93677,              0.0070201,              0.0070201,              0.0070201
                    303,                0.95053,                0.61022,                  1.011,                0.89871,                0.83005,                0.88626,                0.69457,                0.74005,                0.46884,                0.93509,              0.0070102,              0.0070102,              0.0070102
                    304,                0.94323,                0.60318,                 1.0093,                0.91625,                0.82403,                0.88695,                0.69623,                0.73746,                0.46618,                0.93386,              0.0070003,              0.0070003,              0.0070003
                    305,                0.94517,                0.60417,                 1.0057,                0.89572,                0.83671,                0.88806,                0.69423,                0.73375,                0.46444,                 0.9328,              0.0069904,              0.0069904,              0.0069904
                    306,                0.96136,                0.61652,                 1.0125,                0.90144,                0.83679,                0.88724,                0.69662,                0.73282,                0.46532,                0.93196,              0.0069805,              0.0069805,              0.0069805
                    307,                0.94844,                0.60775,                 1.0106,                0.90241,                 0.8338,                0.88683,                0.69457,                0.73651,                 0.4667,                 0.9315,              0.0069706,              0.0069706,              0.0069706
                    308,                0.94887,                0.61088,                 1.0172,                0.91409,                0.83399,                 0.8874,                0.69644,                0.73424,                0.46489,                0.93161,              0.0069607,              0.0069607,              0.0069607
                    309,                0.96341,                0.61367,                 1.0111,                 0.9047,                0.83437,                 0.8846,                0.69209,                0.73447,                0.46622,                0.93137,              0.0069508,              0.0069508,              0.0069508
                    310,                0.93873,                 0.6028,                 1.0082,                0.90577,                0.83337,                 0.8858,                 0.6925,                0.73373,                0.46429,                0.93177,              0.0069409,              0.0069409,              0.0069409
                    311,                 0.9379,                0.60278,                 1.0061,                0.89865,                0.83515,                0.88493,                0.69326,                 0.7334,                0.46394,                0.93166,               0.006931,               0.006931,               0.006931
                    312,                0.94893,                0.60887,                 1.0093,                0.89827,                0.83084,                0.88322,                0.69377,                0.73191,                0.46511,                0.93006,              0.0069211,              0.0069211,              0.0069211
                    313,                0.94359,                0.60723,                 1.0091,                0.90458,                 0.8247,                0.88289,                0.69524,                0.73075,                0.46339,                 0.9293,              0.0069112,              0.0069112,              0.0069112
                    314,                0.94866,                0.61037,                 1.0115,                0.91117,                  0.823,                0.88829,                0.69851,                0.72922,                 0.4636,                0.92866,              0.0069013,              0.0069013,              0.0069013
                    315,                0.94521,                0.60662,                 1.0061,                0.91865,                0.82503,                0.88808,                0.69766,                0.72572,                0.46311,                0.92816,              0.0068914,              0.0068914,              0.0068914
                    316,                 0.9291,                0.59677,                 1.0057,                 0.9066,                 0.8286,                0.88793,                0.69679,                0.72472,                0.46387,                0.92707,              0.0068815,              0.0068815,              0.0068815
                    317,                0.94865,                0.60873,                 1.0077,                0.90772,                0.83024,                0.88862,                0.69691,                0.72783,                0.46384,                0.92939,              0.0068716,              0.0068716,              0.0068716
                    318,                 0.9403,                0.60186,                 1.0118,                 0.9065,                0.83164,                0.89015,                0.69644,                0.72769,                 0.4625,                0.92938,              0.0068617,              0.0068617,              0.0068617
                    319,                0.94195,                0.60373,                 1.0058,                0.89474,                0.83504,                0.88933,                0.69836,                0.72759,                0.46117,                0.92883,              0.0068518,              0.0068518,              0.0068518
                    320,                0.94604,                0.60213,                 1.0061,                0.90384,                0.83488,                0.88787,                0.69809,                0.72695,                0.46134,                0.92835,              0.0068419,              0.0068419,              0.0068419
                    321,                 0.9262,                0.59439,                 1.0018,                0.91119,                0.82976,                0.88819,                 0.6994,                0.72619,                0.45808,                0.92788,               0.006832,               0.006832,               0.006832
                    322,                0.93777,                0.59753,                  1.008,                0.90926,                0.83298,                 0.8887,                0.69754,                0.72577,                0.45589,                0.92749,              0.0068221,              0.0068221,              0.0068221
                    323,                0.94906,                0.60362,                 1.0049,                0.90775,                0.83623,                0.88943,                 0.6963,                0.72898,                0.45697,                 0.9279,              0.0068122,              0.0068122,              0.0068122
                    324,                0.93321,                0.59612,                 1.0037,                0.92441,                0.82512,                0.88986,                0.69614,                0.72853,                0.45812,                0.92721,              0.0068023,              0.0068023,              0.0068023
                    325,                0.93244,                 0.5965,                  1.005,                0.91341,                0.83084,                 0.8906,                0.69749,                0.72507,                0.45801,                 0.9266,              0.0067924,              0.0067924,              0.0067924
                    326,                0.93446,                0.59615,                 1.0053,                0.91015,                0.83599,                0.88943,                0.69792,                0.72162,                 0.4562,                0.92588,              0.0067825,              0.0067825,              0.0067825
                    327,                0.93431,                0.59669,                 1.0025,                0.91025,                0.83341,                0.89094,                0.70038,                0.71817,                0.45638,                0.92434,              0.0067726,              0.0067726,              0.0067726
                    328,                0.93738,                0.59667,                 1.0094,                0.92109,                0.83236,                0.89058,                    0.7,                0.71582,                0.45368,                0.92402,              0.0067627,              0.0067627,              0.0067627
                    329,                0.93102,                0.59589,                 1.0063,                0.90123,                0.83665,                0.88974,                0.70045,                 0.7129,                0.45345,                0.92321,              0.0067528,              0.0067528,              0.0067528
                    330,                0.93091,                 0.5947,                 1.0057,                0.90745,                0.83231,                0.89034,                0.70134,                0.71537,                0.45203,                0.92358,              0.0067429,              0.0067429,              0.0067429
                    331,                0.93479,                0.59529,                 1.0013,                0.89436,                0.83967,                0.89038,                0.70072,                0.71744,                0.45513,                0.92376,               0.006733,               0.006733,               0.006733
                    332,                0.93238,                0.59428,                 1.0029,                0.89436,                0.84102,                0.89059,                0.70151,                0.71584,                0.45454,                0.92418,              0.0067231,              0.0067231,              0.0067231
                    333,                 0.9264,                0.59638,                 1.0073,                0.89258,                0.84507,                0.89093,                0.70278,                0.71521,                0.45524,                0.92451,              0.0067132,              0.0067132,              0.0067132
                    334,                 0.9346,                0.59414,                 1.0008,                0.90402,                0.84204,                0.89136,                0.70483,                0.71359,                0.45217,                0.92369,              0.0067033,              0.0067033,              0.0067033
                    335,                0.93138,                0.59288,                 1.0018,                0.90435,                0.84068,                0.89374,                0.70581,                0.71499,                0.45139,                 0.9241,              0.0066934,              0.0066934,              0.0066934
                    336,                0.92887,                0.59756,                  1.007,                 0.8917,                0.84513,                0.89087,                  0.705,                0.71511,                0.45262,                0.92435,              0.0066835,              0.0066835,              0.0066835
                    337,                0.93657,                0.59824,                 1.0031,                0.88251,                0.84545,                0.89048,                0.70144,                0.71654,                0.45395,                0.92429,              0.0066736,              0.0066736,              0.0066736
