                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    386,                0.90884,                0.58029,                0.99476,                 0.9043,                0.85087,                0.89754,                0.71826,                0.68646,                0.43518,                0.90909,              0.0061885,              0.0061885,              0.0061885
                    387,                 0.9076,                 0.5751,                0.99296,                0.91844,                0.84121,                0.89667,                0.71866,                0.68742,                0.43454,                0.90911,              0.0061786,              0.0061786,              0.0061786
                    388,                 0.9092,                0.57782,                0.98616,                0.90804,                0.84536,                 0.8966,                0.71535,                0.68744,                0.43504,                0.90948,              0.0061687,              0.0061687,              0.0061687
                    389,                0.90397,                0.57363,                0.99132,                0.90438,                0.85251,                0.89549,                0.71665,                0.68675,                0.43481,                0.90965,              0.0061588,              0.0061588,              0.0061588
                    390,                0.90124,                0.57325,                0.98383,                0.90996,                0.84835,                0.89387,                0.71992,                0.68617,                0.43515,                0.90957,              0.0061489,              0.0061489,              0.0061489
                    391,                0.89917,                 0.5692,                0.98738,                0.91354,                0.84807,                0.89392,                0.71937,                 0.6872,                0.43463,                 0.9099,               0.006139,               0.006139,               0.006139
                    392,                0.89512,                 0.5709,                0.98442,                0.90957,                0.84982,                0.89398,                0.71937,                0.68525,                0.43438,                0.90921,              0.0061291,              0.0061291,              0.0061291
                    393,                0.90141,                0.57046,                0.98825,                0.92403,                0.84236,                0.89474,                0.72079,                0.68487,                0.43399,                0.90919,              0.0061192,              0.0061192,              0.0061192
                    394,                0.88313,                0.55921,                0.98107,                0.91241,                0.84941,                0.89638,                0.72098,                0.68363,                0.43347,                0.90913,              0.0061093,              0.0061093,              0.0061093
                    395,                0.89765,                0.57218,                0.98883,                0.90716,                0.85295,                0.89679,                0.71922,                0.68258,                0.43159,                0.90875,              0.0060994,              0.0060994,              0.0060994
                    396,                0.91086,                0.57864,                0.98888,                0.91245,                0.84978,                0.89891,                0.72071,                0.68217,                0.43125,                0.90884,              0.0060895,              0.0060895,              0.0060895
                    397,                 0.8987,                0.57122,                 0.9859,                0.91009,                0.85164,                0.89938,                0.72097,                0.68112,                0.43121,                0.90841,              0.0060796,              0.0060796,              0.0060796
                    398,                0.89985,                0.56972,                0.98736,                0.90885,                0.85102,                0.89716,                0.72051,                0.68094,                0.43058,                0.90822,              0.0060697,              0.0060697,              0.0060697
                    399,                0.89839,                0.57442,                0.98482,                0.90712,                0.85066,                0.89552,                 0.7203,                0.68264,                0.43159,                0.90894,              0.0060598,              0.0060598,              0.0060598
                    400,                 0.8972,                 0.5706,                0.98432,                  0.905,                0.85304,                0.89895,                0.71932,                  0.684,                0.43126,                  0.909,              0.0060499,              0.0060499,              0.0060499
                    401,                0.89925,                0.56878,                0.97977,                 0.9125,                0.84702,                0.89868,                0.71984,                0.68329,                0.43179,                 0.9085,                0.00604,                0.00604,                0.00604
                    402,                0.89417,                0.56631,                0.98508,                0.92104,                 0.8467,                0.89935,                0.71998,                0.68148,                 0.4305,                0.90774,              0.0060301,              0.0060301,              0.0060301
                    403,                0.89951,                 0.5651,                0.98547,                0.92159,                0.84542,                 0.9004,                0.72117,                0.68074,                0.43035,                0.90708,              0.0060202,              0.0060202,              0.0060202
                    404,                0.89026,                0.56219,                0.97913,                0.91294,                0.84002,                0.89712,                0.72263,                0.68001,                0.43037,                0.90665,              0.0060103,              0.0060103,              0.0060103
                    405,                0.89737,                0.56536,                0.98198,                  0.919,                0.84226,                0.89841,                0.72406,                0.68031,                0.42964,                0.90672,              0.0060004,              0.0060004,              0.0060004
                    406,                0.87778,                0.55769,                 0.9816,                0.91561,                0.85004,                0.89938,                0.72455,                0.68111,                0.43011,                0.90654,              0.0059905,              0.0059905,              0.0059905
                    407,                0.89875,                0.56754,                0.98592,                0.91271,                0.85017,                 0.9001,                0.72542,                0.67995,                0.43034,                0.90573,              0.0059806,              0.0059806,              0.0059806
                    408,                0.89141,                0.56173,                0.98907,                 0.9144,                0.84915,                0.90076,                0.72398,                0.67908,                0.42958,                0.90567,              0.0059707,              0.0059707,              0.0059707
                    409,                0.89128,                 0.5655,                0.98164,                 0.9095,                0.84955,                0.90043,                0.72541,                0.67812,                0.42904,                 0.9055,              0.0059608,              0.0059608,              0.0059608
                    410,                0.89756,                0.56657,                 0.9847,                0.92506,                0.84623,                0.90311,                 0.7256,                0.67848,                0.42928,                0.90527,              0.0059509,              0.0059509,              0.0059509
                    411,                0.88725,                0.56007,                0.98207,                0.92203,                0.84545,                0.90262,                0.72609,                0.67729,                0.42841,                  0.905,               0.005941,               0.005941,               0.005941
                    412,                0.88483,                0.56118,                0.98324,                 0.9224,                0.84612,                0.90359,                0.72648,                0.67709,                0.42831,                0.90497,              0.0059311,              0.0059311,              0.0059311
                    413,                0.89887,                0.56309,                0.98158,                0.92234,                 0.8481,                0.90427,                0.72636,                0.67703,                0.42714,                0.90495,              0.0059212,              0.0059212,              0.0059212
                    414,                0.88709,                0.56432,                0.98261,                0.92145,                0.84757,                0.90211,                0.72411,                0.67743,                 0.4279,                0.90545,              0.0059113,              0.0059113,              0.0059113
                    415,                0.89675,                0.56448,                0.97772,                0.92416,                0.84798,                0.90297,                0.72522,                0.67746,                 0.4279,                0.90522,              0.0059014,              0.0059014,              0.0059014
                    416,                0.89305,                0.56065,                 0.9877,                0.93527,                0.84363,                0.90212,                0.72411,                0.67661,                0.42724,                0.90519,              0.0058915,              0.0058915,              0.0058915
                    417,                0.88164,                0.55831,                0.97407,                0.93504,                0.84478,                0.90112,                0.72464,                0.67478,                0.42705,                0.90488,              0.0058816,              0.0058816,              0.0058816
                    418,                0.88572,                0.56249,                0.97976,                0.93272,                0.84637,                0.90162,                0.72539,                0.67315,                0.42664,                0.90435,              0.0058717,              0.0058717,              0.0058717
                    419,                 0.8772,                  0.556,                0.97923,                0.91649,                0.84999,                0.90227,                0.72616,                0.67177,                0.42533,                0.90399,              0.0058618,              0.0058618,              0.0058618
                    420,                0.88519,                0.55978,                0.97508,                 0.9151,                0.85154,                0.90131,                0.72769,                0.67079,                0.42519,                0.90359,              0.0058519,              0.0058519,              0.0058519
                    421,                0.88953,                0.56149,                0.97792,                0.91393,                0.84879,                0.90287,                0.72908,                0.67072,                0.42465,                0.90329,               0.005842,               0.005842,               0.005842
                    422,                0.88457,                0.56073,                  0.979,                0.91589,                0.84811,                0.90225,                0.72996,                 0.6709,                0.42469,                0.90303,              0.0058321,              0.0058321,              0.0058321
                    423,                0.88663,                0.56016,                0.97434,                0.91724,                0.84785,                0.90208,                0.73027,                0.67113,                  0.425,                0.90299,              0.0058222,              0.0058222,              0.0058222
                    424,                0.88658,                0.56196,                0.97935,                0.92156,                0.84659,                0.90236,                  0.729,                0.67099,                0.42431,                0.90286,              0.0058123,              0.0058123,              0.0058123
                    425,                0.88377,                0.55933,                0.98411,                0.92282,                0.84613,                0.90193,                0.72753,                0.67146,                0.42511,                0.90295,              0.0058024,              0.0058024,              0.0058024
                    426,                0.88309,                0.55832,                0.98054,                 0.9266,                0.84014,                 0.9018,                0.72696,                0.67118,                0.42505,                0.90305,              0.0057925,              0.0057925,              0.0057925
                    427,                0.89459,                0.56051,                0.98352,                0.92856,                0.84622,                0.90217,                0.72853,                0.67162,                0.42413,                0.90344,              0.0057826,              0.0057826,              0.0057826
                    428,                0.87738,                0.55437,                0.97622,                0.92769,                0.84772,                0.90112,                0.72643,                0.67024,                0.42425,                0.90303,              0.0057727,              0.0057727,              0.0057727
                    429,                0.88266,                0.55809,                0.97817,                0.92828,                0.84754,                0.90202,                0.72835,                0.66935,                0.42405,                0.90276,              0.0057628,              0.0057628,              0.0057628
                    430,                0.87542,                 0.5522,                0.97682,                0.92494,                0.84897,                0.90074,                0.72828,                0.66892,                0.42445,                0.90228,              0.0057529,              0.0057529,              0.0057529
                    431,                0.88344,                 0.5593,                0.97739,                0.92179,                0.85167,                0.90339,                 0.7284,                0.66836,                0.42348,                0.90217,               0.005743,               0.005743,               0.005743
                    432,                0.88597,                0.55785,                0.97786,                0.92146,                0.84904,                0.90341,                0.72837,                0.66814,                0.42337,                0.90223,              0.0057331,              0.0057331,              0.0057331
                    433,                0.87346,                0.55379,                 0.9749,                0.92542,                 0.8491,                0.90318,                0.72924,                0.66742,                0.42264,                0.90212,              0.0057232,              0.0057232,              0.0057232
                    434,                0.88417,                0.55739,                0.97459,                0.92806,                0.84902,                0.90196,                0.72924,                 0.6674,                 0.4225,                0.90236,              0.0057133,              0.0057133,              0.0057133
                    435,                0.88585,                0.55794,                0.97325,                0.93211,                0.84661,                0.90076,                 0.7276,                0.66744,                0.42168,                0.90209,              0.0057034,              0.0057034,              0.0057034
                    436,                0.88118,                0.55675,                0.97778,                0.92737,                0.84859,                0.90156,                0.72859,                0.66811,                0.42234,                0.90211,              0.0056935,              0.0056935,              0.0056935
                    437,                0.87978,                0.55451,                0.97565,                0.92422,                0.84781,                0.90434,                0.73217,                0.66687,                0.42198,                0.90177,              0.0056836,              0.0056836,              0.0056836
                    438,                0.87242,                0.55308,                0.97755,                0.92297,                0.84797,                0.90254,                0.73162,                0.66594,                0.42173,                0.90171,              0.0056737,              0.0056737,              0.0056737
                    439,                 0.8829,                0.55597,                0.97613,                0.92618,                0.84665,                0.90179,                0.73172,                0.66707,                0.42032,                0.90189,              0.0056638,              0.0056638,              0.0056638
                    440,                0.88421,                0.55836,                0.97488,                0.91989,                0.85286,                0.90391,                0.73184,                0.66622,                0.42017,                 0.9012,              0.0056539,              0.0056539,              0.0056539
                    441,                0.87445,                0.55273,                0.97305,                0.92308,                0.85253,                0.90222,                0.73059,                0.66762,                0.42003,                 0.9015,               0.005644,               0.005644,               0.005644
                    442,                0.87212,                0.55073,                0.97968,                 0.9261,                 0.8536,                0.90322,                0.73133,                0.66652,                0.42033,                0.90098,              0.0056341,              0.0056341,              0.0056341
                    443,                0.87733,                0.55418,                0.97404,                0.92347,                0.85407,                0.90413,                0.73195,                0.66671,                0.41962,                0.90115,              0.0056242,              0.0056242,              0.0056242
                    444,                0.87644,                0.55415,                0.97668,                0.93054,                0.85053,                0.90386,                0.73199,                0.66724,                0.41946,                0.90153,              0.0056143,              0.0056143,              0.0056143
                    445,                0.87785,                0.55077,                0.97486,                0.92672,                0.85191,                0.90245,                0.73152,                 0.6668,                0.41939,                0.90095,              0.0056044,              0.0056044,              0.0056044
                    446,                0.87186,                 0.5485,                 0.9712,                 0.9241,                0.85466,                0.90327,                0.73145,                0.66745,                0.41952,                0.90095,              0.0055945,              0.0055945,              0.0055945
                    447,                0.87394,                0.55225,                0.97252,                0.92285,                0.85584,                0.90471,                0.73273,                0.66752,                0.41976,                0.90092,              0.0055846,              0.0055846,              0.0055846
                    448,                0.87312,                0.55531,                0.97434,                0.91916,                0.85792,                0.90527,                0.73394,                0.66612,                0.41986,                0.90065,              0.0055747,              0.0055747,              0.0055747
                    449,                0.87758,                0.54909,                0.97199,                0.92073,                0.85579,                 0.9048,                0.73492,                0.66498,                0.41906,                 0.9003,              0.0055648,              0.0055648,              0.0055648
                    450,                0.86831,                0.54976,                 0.9714,                0.91474,                0.85792,                0.90368,                0.73445,                0.66383,                0.41867,                0.89978,              0.0055549,              0.0055549,              0.0055549
                    451,                0.87339,                0.55654,                0.98008,                0.91356,                0.85851,                0.90327,                0.73404,                0.66377,                 0.4185,                0.89971,               0.005545,               0.005545,               0.005545
                    452,                0.85891,                0.54391,                0.96826,                0.91266,                0.86256,                 0.9059,                0.73525,                0.66317,                0.41856,                0.89951,              0.0055351,              0.0055351,              0.0055351
                    453,                 0.8693,                0.54428,                0.96718,                0.91495,                0.86385,                0.90673,                0.73658,                0.66234,                0.41823,                0.89944,              0.0055252,              0.0055252,              0.0055252
                    454,                 0.8815,                0.55709,                0.97594,                 0.9126,                0.86193,                0.90643,                0.73507,                0.66232,                0.41786,                0.89912,              0.0055153,              0.0055153,              0.0055153
                    455,                0.86397,                0.54765,                0.97102,                0.91946,                0.85788,                0.90673,                0.73413,                0.66158,                0.41849,                0.89877,              0.0055054,              0.0055054,              0.0055054
                    456,                0.87999,                 0.5525,                0.97114,                0.92432,                0.85468,                0.90588,                 0.7326,                0.66137,                0.41796,                0.89861,              0.0054955,              0.0054955,              0.0054955
                    457,                0.87702,                0.55436,                0.97304,                0.92401,                0.85557,                0.90623,                0.73455,                0.66001,                0.41711,                0.89809,              0.0054856,              0.0054856,              0.0054856
                    458,                0.86543,                0.54753,                0.96755,                 0.9211,                  0.857,                0.90637,                0.73425,                0.65886,                0.41532,                0.89784,              0.0054757,              0.0054757,              0.0054757
                    459,                0.87425,                0.54762,                0.97327,                0.92413,                0.85568,                0.90551,                0.73375,                0.65832,                 0.4154,                 0.8977,              0.0054658,              0.0054658,              0.0054658
                    460,                0.86993,                0.54978,                0.97303,                0.92555,                 0.8567,                0.90535,                0.73478,                0.65871,                0.41509,                0.89793,              0.0054559,              0.0054559,              0.0054559
                    461,                0.86007,                0.54061,                 0.9698,                0.92154,                0.85817,                0.90672,                0.73435,                0.65748,                0.41385,                0.89745,               0.005446,               0.005446,               0.005446
                    462,                0.87208,                0.54664,                0.97163,                  0.934,                0.85465,                0.90711,                0.73515,                0.65658,                0.41411,                0.89729,              0.0054361,              0.0054361,              0.0054361
                    463,                0.86444,                0.54312,                0.97052,                0.92556,                0.85548,                0.90718,                0.73559,                 0.6567,                0.41434,                0.89691,              0.0054262,              0.0054262,              0.0054262
                    464,                0.86621,                0.54414,                0.96935,                0.92994,                0.85292,                0.90708,                0.73561,                0.65764,                0.41481,                0.89723,              0.0054163,              0.0054163,              0.0054163
                    465,                  0.865,                 0.5452,                0.96732,                0.92817,                0.85263,                0.90817,                0.73479,                0.65685,                0.41433,                0.89741,              0.0054064,              0.0054064,              0.0054064
                    466,                  0.865,                 0.5464,                0.96791,                0.92347,                0.85432,                0.90783,                0.73442,                0.65686,                 0.4145,                0.89723,              0.0053965,              0.0053965,              0.0053965
                    467,                0.86885,                0.54864,                0.96737,                0.92204,                0.85648,                0.90803,                0.73648,                0.65529,                0.41378,                0.89665,              0.0053866,              0.0053866,              0.0053866
                    468,                0.86433,                0.53963,                0.96888,                0.93398,                0.85172,                0.90786,                0.73604,                0.65441,                0.41339,                0.89636,              0.0053767,              0.0053767,              0.0053767
                    469,                0.86566,                0.54326,                0.97121,                0.91297,                 0.8636,                0.90833,                 0.7366,                0.65525,                0.41279,                 0.8966,              0.0053668,              0.0053668,              0.0053668
                    470,                0.85462,                0.53744,                 0.9641,                0.92102,                0.85896,                0.90882,                 0.7369,                0.65459,                0.41144,                0.89634,              0.0053569,              0.0053569,              0.0053569
                    471,                0.86467,                 0.5457,                0.97289,                0.91748,                0.85902,                0.90826,                0.73621,                0.65358,                0.41067,                0.89617,               0.005347,               0.005347,               0.005347
                    472,                0.86285,                0.54024,                0.96817,                 0.9183,                0.85851,                0.90858,                0.73532,                0.65252,                0.40919,                0.89616,              0.0053371,              0.0053371,              0.0053371
                    473,                0.85738,                0.53854,                  0.967,                0.93331,                 0.8518,                0.90855,                0.73515,                0.65179,                0.40837,                0.89593,              0.0053272,              0.0053272,              0.0053272
                    474,                0.86915,                0.54458,                0.97195,                0.93678,                0.85054,                0.90803,                0.73581,                0.65114,                0.40897,                0.89579,              0.0053173,              0.0053173,              0.0053173
                    475,                0.87128,                0.54939,                0.96932,                0.93056,                0.85272,                0.90597,                0.73617,                0.65067,                 0.4091,                0.89556,              0.0053074,              0.0053074,              0.0053074
                    476,                0.86194,                0.54427,                0.96648,                0.93592,                0.85023,                 0.9059,                0.73634,                0.65025,                0.40866,                0.89516,              0.0052975,              0.0052975,              0.0052975
                    477,                0.86138,                0.54055,                0.96524,                0.92788,                 0.8571,                0.90699,                0.73658,                0.64946,                0.40843,                0.89449,              0.0052876,              0.0052876,              0.0052876
                    478,                0.86043,                0.54009,                0.96856,                0.92485,                0.85609,                0.90678,                0.73714,                0.64872,                0.40852,                0.89394,              0.0052777,              0.0052777,              0.0052777
                    479,                 0.8669,                0.54214,                0.97192,                0.92395,                0.85689,                0.90635,                0.73776,                0.64793,                0.40838,                0.89374,              0.0052678,              0.0052678,              0.0052678
                    480,                0.85585,                0.54595,                0.97102,                0.92451,                0.85782,                0.90659,                0.73667,                0.64754,                0.40852,                0.89389,              0.0052579,              0.0052579,              0.0052579
                    481,                0.86092,                0.54334,                0.97275,                0.92677,                0.85664,                0.90648,                0.73613,                0.64734,                0.40843,                0.89375,               0.005248,               0.005248,               0.005248
                    482,                0.85826,                0.54039,                0.96544,                 0.9275,                0.85665,                0.90846,                0.73726,                0.64598,                0.40826,                0.89338,              0.0052381,              0.0052381,              0.0052381
                    483,                 0.8647,                0.54114,                0.96887,                0.92758,                0.85842,                0.90799,                0.73896,                0.64523,                0.40785,                0.89292,              0.0052282,              0.0052282,              0.0052282
                    484,                0.85378,                0.53845,                0.96221,                0.93498,                0.85362,                0.90594,                0.73904,                0.64483,                 0.4079,                0.89275,              0.0052183,              0.0052183,              0.0052183
                    485,                0.85302,                0.53884,                0.96716,                 0.9218,                 0.8585,                0.90602,                  0.739,                0.64385,                 0.4074,                0.89233,              0.0052084,              0.0052084,              0.0052084
                    486,                0.86036,                0.54079,                0.96628,                0.92791,                0.85642,                0.90707,                0.74019,                0.64315,                0.40766,                  0.892,              0.0051985,              0.0051985,              0.0051985
                    487,                0.85482,                0.53565,                0.96137,                0.92799,                0.85619,                0.90594,                0.74121,                0.64301,                0.40771,                 0.8916,              0.0051886,              0.0051886,              0.0051886
                    488,                0.86095,                0.54333,                0.96797,                 0.9282,                0.85885,                0.90609,                0.74021,                0.64215,                0.40795,                0.89128,              0.0051787,              0.0051787,              0.0051787
                    489,                0.85135,                0.53338,                 0.9593,                0.92637,                0.86085,                0.90625,                0.74111,                 0.6418,                0.40741,                0.89118,              0.0051688,              0.0051688,              0.0051688
                    490,                0.85283,                0.53834,                0.96471,                0.92617,                0.86064,                0.90674,                0.74115,                0.64167,                 0.4072,                 0.8912,              0.0051589,              0.0051589,              0.0051589
                    491,                0.85763,                0.54416,                0.96725,                0.92215,                 0.8617,                0.90844,                 0.7403,                0.64082,                0.40697,                0.89105,               0.005149,               0.005149,               0.005149
                    492,                0.87291,                0.54958,                0.97315,                0.92212,                 0.8649,                0.90659,                0.74043,                0.64065,                0.40657,                0.89119,              0.0051391,              0.0051391,              0.0051391
                    493,                0.85104,                0.53533,                0.96607,                0.91619,                0.86744,                0.90615,                0.74028,                0.64088,                0.40666,                0.89111,              0.0051292,              0.0051292,              0.0051292
                    494,                0.85118,                0.53194,                0.96299,                0.92377,                0.86422,                0.90803,                0.74021,                0.64068,                0.40641,                0.89121,              0.0051193,              0.0051193,              0.0051193
                    495,                0.85247,                0.53359,                0.96408,                0.92851,                0.86188,                  0.908,                0.74112,                0.63996,                0.40611,                0.89099,              0.0051094,              0.0051094,              0.0051094
                    496,                0.85665,                0.54237,                0.96749,                0.93115,                0.86014,                0.90737,                0.74229,                0.63956,                0.40628,                0.89112,              0.0050995,              0.0050995,              0.0050995
                    497,                0.85965,                0.54265,                0.96633,                0.93411,                0.85901,                0.90994,                0.74269,                0.63944,                 0.4065,                 0.8908,              0.0050896,              0.0050896,              0.0050896
                    498,                  0.853,                0.53659,                0.96715,                0.93639,                0.85718,                 0.9094,                0.74234,                0.63849,                 0.4058,                0.89068,              0.0050797,              0.0050797,              0.0050797
                    499,                0.85237,                0.53696,                0.96719,                0.92849,                0.86058,                0.91007,                0.74319,                0.63745,                0.40473,                0.89039,              0.0050698,              0.0050698,              0.0050698
                    500,                0.85137,                0.53232,                0.95994,                0.93353,                0.85918,                0.90968,                0.74381,                0.63671,                 0.4044,                0.89018,              0.0050599,              0.0050599,              0.0050599
                    501,                0.85259,                0.53576,                0.96492,                0.93225,                0.85909,                0.91036,                0.74539,                0.63567,                0.40378,                0.88992,                0.00505,                0.00505,                0.00505
                    502,                0.85984,                0.53698,                0.96333,                0.93674,                0.85725,                0.91065,                0.74597,                0.63558,                0.40315,                0.88999,              0.0050401,              0.0050401,              0.0050401
                    503,                0.86238,                0.53965,                0.96577,                0.92762,                0.85957,                0.91104,                0.74483,                0.63414,                0.40235,                 0.8898,              0.0050302,              0.0050302,              0.0050302
                    504,                0.84803,                0.53221,                0.96064,                0.92887,                 0.8594,                0.91099,                0.74418,                0.63424,                0.40237,                0.88971,              0.0050203,              0.0050203,              0.0050203
                    505,                0.84606,                0.53598,                 0.9626,                0.93039,                0.86021,                0.91168,                0.74413,                0.63338,                0.40198,                0.88954,              0.0050104,              0.0050104,              0.0050104
                    506,                0.85155,                 0.5375,                0.96448,                0.93675,                0.85757,                0.91126,                0.74505,                0.63315,                0.40159,                0.88937,              0.0050005,              0.0050005,              0.0050005
                    507,                0.84921,                 0.5343,                0.96073,                0.93135,                0.86227,                 0.9109,                0.74529,                0.63329,                0.40168,                0.88941,              0.0049906,              0.0049906,              0.0049906
                    508,                0.85284,                0.53423,                0.96286,                0.93409,                0.86011,                0.91064,                0.74486,                0.63288,                0.40153,                0.88931,              0.0049807,              0.0049807,              0.0049807
                    509,                0.84377,                0.52827,                0.95718,                0.93375,                0.86329,                0.91154,                0.74463,                 0.6328,                 0.4017,                0.88927,              0.0049708,              0.0049708,              0.0049708
                    510,                0.84917,                0.53486,                0.96321,                0.93252,                0.86451,                 0.9112,                0.74526,                0.63234,                0.40126,                0.88904,              0.0049609,              0.0049609,              0.0049609
                    511,                0.84931,                0.53427,                0.96235,                0.92998,                0.86285,                0.91085,                0.74534,                0.63187,                0.40116,                0.88882,               0.004951,               0.004951,               0.004951
                    512,                0.84158,                0.52593,                0.95802,                 0.9385,                0.85894,                0.91081,                0.74425,                 0.6319,                0.40099,                 0.8886,              0.0049411,              0.0049411,              0.0049411
                    513,                0.84628,                0.53394,                0.96463,                0.93366,                0.85973,                0.91082,                0.74497,                 0.6315,                 0.4012,                0.88854,              0.0049312,              0.0049312,              0.0049312
                    514,                0.84771,                0.53439,                 0.9618,                0.93379,                 0.8594,                0.91031,                0.74503,                0.63123,                0.40094,                 0.8884,              0.0049213,              0.0049213,              0.0049213
                    515,                0.84308,                0.52894,                0.96072,                0.94004,                0.85978,                0.90962,                0.74529,                0.63104,                0.40091,                0.88839,              0.0049114,              0.0049114,              0.0049114
                    516,                0.85175,                0.53543,                0.96469,                0.94249,                0.85848,                0.90961,                 0.7471,                0.63059,                0.40049,                0.88827,              0.0049015,              0.0049015,              0.0049015
                    517,                0.84467,                0.52894,                0.95899,                0.94687,                0.85657,                0.90949,                0.74558,                0.63043,                0.40031,                0.88834,              0.0048916,              0.0048916,              0.0048916
                    518,                0.84394,                0.53052,                0.96362,                0.94741,                0.85536,                   0.91,                0.74559,                0.63039,                0.40021,                0.88845,              0.0048817,              0.0048817,              0.0048817
                    519,                0.85211,                0.52993,                0.96069,                0.94782,                0.85348,                0.91005,                0.74614,                0.62971,                0.40005,                0.88836,              0.0048718,              0.0048718,              0.0048718
