1,0.00048,0.00022
2,0.00324,0.00093
3,0.01456,0.00424
4,0.0501,0.01781
5,0.09983,0.04002
6,0.12755,0.04847
7,0.18846,0.07747
8,0.19797,0.08466
9,0.22695,0.09741
10,0.27844,0.12384
11,0.31133,0.14789
12,0.32706,0.15972
13,0.32478,0.15831
14,0.35616,0.17603
15,0.39484,0.19617
16,0.41128,0.20773
17,0.42626,0.21518
18,0.41752,0.21901
19,0.46697,0.24924
20,0.44625,0.23678
21,0.4631,0.25139
22,0.48793,0.26359
23,0.50613,0.27331
24,0.50885,0.27296
25,0.51947,0.28944
26,0.51942,0.29094
27,0.51568,0.28634
28,0.55566,0.31026
29,0.56661,0.3166
30,0.52561,0.30308
31,0.51993,0.28445
32,0.57977,0.33111
33,0.57565,0.33904
34,0.57316,0.32755
35,0.59666,0.35106
36,0.57963,0.3416
37,0.60682,0.3613
38,0.61241,0.36596
39,0.61489,0.36362
40,0.60872,0.34969
41,0.63196,0.37206
42,0.6428,0.37952
43,0.64388,0.38141
44,0.65496,0.39256
45,0.63766,0.38353
46,0.63725,0.37873
47,0.66033,0.40051
48,0.64341,0.39526
49,0.68048,0.41696
50,0.65535,0.40202
51,0.68029,0.42379
52,0.66196,0.4066
53,0.681,0.42535
54,0.67658,0.41966
55,0.68373,0.42176
56,0.6708,0.40976
57,0.68518,0.42921
58,0.69574,0.42907
59,0.7015,0.43571
60,0.69471,0.43174
61,0.69835,0.44067
62,0.70395,0.43936
63,0.69804,0.43576
64,0.71261,0.45252
65,0.70227,0.44389
66,0.70591,0.45216
67,0.71333,0.45241
68,0.69828,0.43804
69,0.71825,0.45963
70,0.71339,0.45424
71,0.71852,0.46393
72,0.73251,0.46785
73,0.72506,0.4672
74,0.72931,0.47296
75,0.72922,0.46822
76,0.73393,0.47017
77,0.73461,0.47634
78,0.74513,0.4824
79,0.74095,0.48746
80,0.74228,0.47879
81,0.74179,0.48351
82,0.74404,0.49525
83,0.74739,0.49024
84,0.74123,0.48754
85,0.74395,0.48943
86,0.74535,0.49596
87,0.72779,0.48013
88,0.75028,0.49513
89,0.74895,0.50034
90,0.74344,0.4896
91,0.7468,0.49725
92,0.76375,0.49656
93,0.7449,0.49344
94,0.77206,0.51248
95,0.7652,0.5108
96,0.75314,0.50097
97,0.7612,0.50855
98,0.76639,0.50711
99,0.76908,0.51311
100,0.75203,0.50599
101,0.76973,0.51906
102,0.76515,0.50798
103,0.77191,0.52047
104,0.77479,0.51453
105,0.77406,0.51806
106,0.77536,0.52543
107,0.78011,0.52151
108,0.76803,0.51863
109,0.77422,0.52897
110,0.77314,0.52806
111,0.7763,0.52768
112,0.78101,0.52715
113,0.77569,0.52742
114,0.78457,0.53519
115,0.78928,0.54422
116,0.77565,0.53976
117,0.7853,0.53504
118,0.77661,0.52948
119,0.78468,0.54214
120,0.79177,0.54322
121,0.78607,0.54078
122,0.79349,0.54589
123,0.78978,0.54032
124,0.79303,0.5443
125,0.78929,0.54705
126,0.78998,0.53723
127,0.79386,0.54707
128,0.79641,0.54254
129,0.79525,0.54251
130,0.79874,0.55154
131,0.793,0.55091
132,0.80172,0.54979
133,0.79663,0.55307
134,0.80343,0.55988
135,0.80481,0.55738
136,0.80265,0.55832
137,0.80413,0.55746
138,0.80535,0.55788
139,0.80646,0.5519
140,0.81205,0.56042
141,0.80651,0.56535
142,0.81127,0.57666
143,0.8115,0.56822
144,0.8118,0.5673
145,0.8105,0.56876
146,0.81195,0.57621
147,0.81269,0.56943
148,0.80662,0.56705
149,0.81344,0.56519
150,0.8166,0.57799
151,0.80915,0.56255
152,0.81365,0.57172
153,0.82191,0.57822
154,0.82407,0.58211
155,0.81423,0.57767
156,0.81596,0.57585
157,0.81825,0.58145
158,0.81882,0.58722
159,0.81705,0.58246
160,0.82713,0.58483
161,0.82277,0.58547
162,0.81995,0.58337
163,0.82289,0.58612
164,0.82689,0.57891
165,0.82047,0.58293
166,0.81461,0.57909
167,0.82807,0.58757
168,0.82458,0.58976
169,0.83078,0.59436
170,0.83003,0.58558
171,0.83037,0.58752
172,0.83074,0.59305
173,0.82751,0.59441
174,0.83526,0.59155
175,0.82956,0.59688
176,0.83763,0.60511
177,0.83885,0.59848
178,0.83419,0.59438
179,0.83126,0.58675
180,0.82695,0.58649
181,0.83558,0.59929
182,0.83515,0.60464
183,0.84236,0.6078
184,0.83209,0.60135
185,0.83734,0.59876
186,0.83477,0.60119
187,0.84366,0.60799
188,0.83788,0.60832
189,0.84233,0.61321
190,0.83516,0.60401
191,0.83664,0.59605
192,0.83947,0.60325
193,0.83955,0.60801
194,0.83948,0.61189
195,0.84279,0.61344
196,0.83929,0.61036
197,0.83761,0.61149
198,0.84212,0.61326
199,0.83816,0.60565
